drug_name,medical_condition,activity,rx_otc,pregnancy_category,csa,alcohol,rating,no_of_reviews,drug_link
clonidine,ADHD,14%,Rx,C,N,X,7.6,61.0,https://www.drugs.com/clonidine.html
Intuniv,ADHD,13%,Rx,B,N,X,6.3,152.0,https://www.drugs.com/intuniv.html
Desoxyn,ADHD,12%,Rx,C,2,X,9.4,35.0,https://www.drugs.com/mtm/desoxyn.html
guanfacine,ADHD,12%,Rx,B,N,X,5.8,257.0,https://www.drugs.com/mtm/guanfacine.html
Focalin,ADHD,10%,Rx,C,2,,5.8,127.0,https://www.drugs.com/focalin.html
atomoxetine,ADHD,9%,Rx,C,N,,5.1,558.0,https://www.drugs.com/mtm/atomoxetine.html
Focalin XR,ADHD,8%,Rx,C,2,,7.0,106.0,https://www.drugs.com/mtm/focalin-xr.html
amphetamine,ADHD,7%,Rx,C,2,X,6.4,119.0,https://www.drugs.com/amphetamine.html
Ritalin LA,ADHD,7%,Rx,C,2,X,7.9,17.0,https://www.drugs.com/cons/ritalin-la.html
Kapvay,ADHD,6%,Rx,C,N,X,7.4,18.0,https://www.drugs.com/kapvay.html
Methylin,ADHD,6%,Rx,C,2,X,8.2,14.0,https://www.drugs.com/cons/methylin.html
dexmethylphenidate,ADHD,5%,Rx,C,2,,6.3,266.0,https://www.drugs.com/mtm/dexmethylphenidate.html
methamphetamine,ADHD,5%,Rx,C,2,X,8.8,52.0,https://www.drugs.com/methamphetamine.html
modafinil,ADHD,5%,Rx,C,4,,7.5,41.0,https://www.drugs.com/mtm/modafinil.html
Metadate CD,ADHD,4%,Rx,C,2,X,7.1,41.0,https://www.drugs.com/pro/metadate-cd.html
Methylin ER,ADHD,3%,Rx,C,2,X,8.5,8.0,https://www.drugs.com/cons/methylin-er.html
omega-3 polyunsaturated fatty acids,ADHD,3%,Rx/OTC,C,N,,8.2,9.0,https://www.drugs.com/mtm/omega-3-polyunsaturated-fatty-acids.html
ProCentra,ADHD,3%,Rx,C,2,X,9.5,2.0,https://www.drugs.com/mtm/procentra.html
selegiline,ADHD,3%,Rx,C,N,X,10.0,2.0,https://www.drugs.com/mtm/selegiline.html
Zenzedi,ADHD,3%,Rx,C,2,X,8.1,25.0,https://www.drugs.com/mtm/zenzedi.html
Adhansia XR,ADHD,2%,Rx,C,2,X,6.7,3.0,https://www.drugs.com/pro/adhansia-xr.html
Aptensio XR,ADHD,2%,Rx,C,2,X,6.8,11.0,https://www.drugs.com/cons/aptensio-xr.html
armodafinil,ADHD,2%,Rx,C,4,,8.1,24.0,https://www.drugs.com/mtm/armodafinil.html
desvenlafaxine,ADHD,2%,Rx,C,N,X,7.0,8.0,https://www.drugs.com/mtm/desvenlafaxine.html
Evekeo,ADHD,2%,Rx,C,2,X,6.9,33.0,https://www.drugs.com/mtm/evekeo.html
Mydayis,ADHD,2%,Rx,C,2,X,5.5,124.0,https://www.drugs.com/mydayis.html
Relexxii,ADHD,2%,Rx,C,2,X,,,https://www.drugs.com/pro/relexxii.html
Adzenys ER,ADHD,1%,Rx,C,2,X,8.0,2.0,https://www.drugs.com/mtm/adzenys-er.html
Adzenys XR-ODT,ADHD,1%,Rx,C,2,X,6.1,53.0,https://www.drugs.com/mtm/adzenys-xr-odt.html
desipramine,ADHD,1%,Rx,N,N,X,8.0,2.0,https://www.drugs.com/mtm/desipramine.html
Dyanavel XR,ADHD,1%,Rx,C,2,X,6.6,26.0,https://www.drugs.com/dyanavel-xr.html
Evekeo ODT,ADHD,1%,Rx,C,2,X,,,https://www.drugs.com/mtm/evekeo-odt.html
imipramine,ADHD,1%,Rx,N,N,X,5.5,5.0,https://www.drugs.com/mtm/imipramine.html
dexmethylphenidate / serdexmethylphenidate,ADHD,0%,Rx,,2,,7.6,11.0,https://www.drugs.com/mtm/dexmethylphenidate-and-serdexmethylphenidate.html
viloxazine,ADHD,0%,Rx,,N,,4.5,13.0,https://www.drugs.com/mtm/viloxazine.html
Truvada,AIDS/HIV,97%,Rx,B,N,,7.1,14.0,https://www.drugs.com/truvada.html
Biktarvy,AIDS/HIV,80%,Rx,,N,,6.9,171.0,https://www.drugs.com/biktarvy.html
Triumeq,AIDS/HIV,71%,Rx,C,N,X,8.3,119.0,https://www.drugs.com/triumeq.html
Genvoya,AIDS/HIV,61%,Rx,B,N,,7.2,122.0,https://www.drugs.com/genvoya.html
Stribild,AIDS/HIV,60%,Rx,B,N,,9.5,89.0,https://www.drugs.com/stribild.html
Atripla,AIDS/HIV,57%,Rx,D,N,X,9.1,103.0,https://www.drugs.com/atripla.html
Descovy,AIDS/HIV,53%,Rx,,N,,4.8,5.0,https://www.drugs.com/descovy.html
Norvir,AIDS/HIV,50%,Rx,B,N,,1.0,3.0,https://www.drugs.com/norvir.html
Isentress,AIDS/HIV,40%,Rx,C,N,,8.6,17.0,https://www.drugs.com/isentress.html
Dovato,AIDS/HIV,37%,Rx,,N,,5.9,30.0,https://www.drugs.com/dovato.html
Tivicay,AIDS/HIV,35%,Rx,B,N,,6.8,19.0,https://www.drugs.com/tivicay.html
abacavir / dolutegravir / lamivudine,AIDS/HIV,34%,Rx,C,N,X,8.3,120.0,https://www.drugs.com/mtm/abacavir-dolutegravir-and-lamivudine.html
Prezista,AIDS/HIV,34%,Rx,C,N,,7.7,4.0,https://www.drugs.com/prezista.html
bictegravir / emtricitabine / tenofovir alafenamide,AIDS/HIV,33%,Rx,,N,,6.9,171.0,https://www.drugs.com/mtm/bictegravir-emtricitabine-and-tenofovir.html
cobicistat / elvitegravir / emtricitabine / tenofovir,AIDS/HIV,33%,Rx,B,N,,9.5,89.0,https://www.drugs.com/mtm/cobicistat-elvitegravir-emtricitabine-and-tenofovir.html
Cabenuva,AIDS/HIV,31%,Rx,,N,,8.0,2.0,https://www.drugs.com/cabenuva.html
dolutegravir / lamivudine,AIDS/HIV,31%,Rx,,N,,5.9,30.0,https://www.drugs.com/mtm/dolutegravir-and-lamivudine.html
emtricitabine / tenofovir alafenamide,AIDS/HIV,31%,Rx,,N,,4.8,5.0,https://www.drugs.com/cons/emtricitabine-and-tenofovir-alafenamide.html
Complera,AIDS/HIV,20%,Rx,B,N,,8.3,58.0,https://www.drugs.com/complera.html
Reyataz,AIDS/HIV,20%,Rx,B,N,,10.0,2.0,https://www.drugs.com/reyataz.html
Epzicom,AIDS/HIV,18%,Rx,C,N,X,10.0,5.0,https://www.drugs.com/epzicom.html
ritonavir,AIDS/HIV,17%,Rx,B,N,,1.0,3.0,https://www.drugs.com/mtm/ritonavir.html
lamivudine,AIDS/HIV,16%,Rx,C,N,,6.5,4.0,https://www.drugs.com/mtm/lamivudine.html
tenofovir,AIDS/HIV,14%,Rx,B,N,,,,https://www.drugs.com/mtm/tenofovir.html
Viread,AIDS/HIV,14%,Rx,B,N,,,,https://www.drugs.com/viread.html
dolutegravir,AIDS/HIV,13%,Rx,B,N,,7.0,25.0,https://www.drugs.com/mtm/dolutegravir.html
Kaletra,AIDS/HIV,13%,Rx,C,N,,6.8,4.0,https://www.drugs.com/kaletra.html
Epivir,AIDS/HIV,12%,Rx,C,N,,6.0,2.0,https://www.drugs.com/epivir.html
Intelence,AIDS/HIV,12%,Rx,B,N,,8.0,2.0,https://www.drugs.com/intelence.html
Sustiva,AIDS/HIV,12%,Rx,D,N,X,4.4,5.0,https://www.drugs.com/sustiva.html
abacavir,AIDS/HIV,11%,Rx,C,N,X,1.0,1.0,https://www.drugs.com/mtm/abacavir.html
efavirenz / emtricitabine / tenofovir,AIDS/HIV,10%,Rx,D,N,X,9.1,107.0,https://www.drugs.com/mtm/efavirenz-emtricitabine-and-tenofovir.html
emtricitabine / tenofovir,AIDS/HIV,10%,Rx,B,N,,7.1,14.0,https://www.drugs.com/mtm/emtricitabine-and-tenofovir.html
darunavir,AIDS/HIV,9%,Rx,C,N,,7.8,5.0,https://www.drugs.com/mtm/darunavir.html
efavirenz,AIDS/HIV,9%,Rx,D,N,X,5.1,7.0,https://www.drugs.com/mtm/efavirenz.html
Odefsey,AIDS/HIV,9%,Rx,,N,,8.4,10.0,https://www.drugs.com/odefsey.html
raltegravir,AIDS/HIV,9%,Rx,C,N,,8.4,18.0,https://www.drugs.com/mtm/raltegravir.html
abacavir / lamivudine,AIDS/HIV,8%,Rx,C,N,X,9.4,6.0,https://www.drugs.com/mtm/abacavir-and-lamivudine.html
Prezcobix,AIDS/HIV,8%,Rx,C,N,,4.0,3.0,https://www.drugs.com/prezcobix.html
Viramune,AIDS/HIV,8%,Rx,B,N,,4.5,2.0,https://www.drugs.com/mtm/viramune.html
Combivir,AIDS/HIV,7%,Rx,C,N,,7.0,3.0,https://www.drugs.com/combivir.html
Ziagen,AIDS/HIV,7%,Rx,C,N,X,,,https://www.drugs.com/mtm/ziagen.html
zidovudine,AIDS/HIV,7%,Rx,C,N,,,,https://www.drugs.com/mtm/zidovudine-oral-injection.html
atazanavir,AIDS/HIV,6%,Rx,B,N,,10.0,2.0,https://www.drugs.com/mtm/atazanavir.html
emtricitabine,AIDS/HIV,6%,Rx,B,N,,,,https://www.drugs.com/mtm/emtricitabine.html
Emtriva,AIDS/HIV,6%,Rx,B,N,,,,https://www.drugs.com/emtriva.html
Edurant,AIDS/HIV,5%,Rx,B,N,,,,https://www.drugs.com/edurant.html
Lexiva,AIDS/HIV,5%,Rx,C,N,,,,https://www.drugs.com/lexiva.html
nevirapine,AIDS/HIV,5%,Rx,B,N,,7.3,6.0,https://www.drugs.com/mtm/nevirapine.html
Retrovir,AIDS/HIV,5%,Rx,C,N,,,,https://www.drugs.com/mtm/retrovir-oral-injection.html
Selzentry,AIDS/HIV,5%,Rx,B,N,,7.3,3.0,https://www.drugs.com/selzentry.html
Juluca,AIDS/HIV,4%,Rx,,N,,7.5,5.0,https://www.drugs.com/juluca.html
Symtuza,AIDS/HIV,4%,Rx,,N,,9.3,4.0,https://www.drugs.com/symtuza.html
Trizivir,AIDS/HIV,4%,Rx,C,N,X,9.0,1.0,https://www.drugs.com/trizivir.html
Epivir-HBV,AIDS/HIV,3%,Rx,C,N,,,,https://www.drugs.com/mtm/epivir-hbv.html
etravirine,AIDS/HIV,3%,Rx,B,N,,8.0,2.0,https://www.drugs.com/mtm/etravirine.html
Isentress HD,AIDS/HIV,3%,Rx,C,N,,,,https://www.drugs.com/mtm/isentress-hd.html
lamivudine / tenofovir,AIDS/HIV,3%,Rx,,N,,,,https://www.drugs.com/mtm/lamivudine-and-tenofovir.html
lopinavir / ritonavir,AIDS/HIV,3%,Rx,C,N,,7.0,5.0,https://www.drugs.com/mtm/lopinavir-and-ritonavir.html
maraviroc,AIDS/HIV,3%,Rx,B,N,,7.3,3.0,https://www.drugs.com/mtm/maraviroc.html
Tivicay PD,AIDS/HIV,3%,Rx,B,N,,10.0,1.0,https://www.drugs.com/mtm/tivicay-pd.html
Viramune XR,AIDS/HIV,3%,Rx,B,N,,,,https://www.drugs.com/mtm/viramune-xr.html
AccessPak for HIV PEP Basic,AIDS/HIV,2%,Rx,B,N,,,,https://www.drugs.com/mtm/accesspak-for-hiv-pep-basic.html
Delstrigo,AIDS/HIV,2%,Rx,,N,,9.5,2.0,https://www.drugs.com/delstrigo.html
efavirenz / lamivudine / tenofovir,AIDS/HIV,2%,Rx,,N,X,,,https://www.drugs.com/mtm/efavirenz-lamivudine-and-tenofovir.html
emtricitabine / rilpivirine / tenofovir,AIDS/HIV,2%,Rx,B,N,,8.3,58.0,https://www.drugs.com/mtm/emtricitabine-rilpivirine-and-tenofovir.html
Evotaz,AIDS/HIV,2%,Rx,B,N,,,,https://www.drugs.com/evotaz.html
Fuzeon,AIDS/HIV,2%,Rx,B,N,,9.3,5.0,https://www.drugs.com/fuzeon.html
lamivudine / zidovudine,AIDS/HIV,2%,Rx,C,N,,7.0,3.0,https://www.drugs.com/mtm/lamivudine-and-zidovudine.html
Pifeltro,AIDS/HIV,2%,Rx,,N,,1.0,1.0,https://www.drugs.com/pifeltro.html
Viracept,AIDS/HIV,2%,Rx,B,N,,,,https://www.drugs.com/viracept.html
abacavir / lamivudine / zidovudine,AIDS/HIV,1%,Rx,C,N,X,9.0,1.0,https://www.drugs.com/mtm/abacavir-lamivudine-and-zidovudine.html
Aptivus,AIDS/HIV,1%,Rx,C,N,,,,https://www.drugs.com/aptivus.html
Cimduo,AIDS/HIV,1%,Rx,,N,,,,https://www.drugs.com/cimduo.html
cobicistat / darunavir,AIDS/HIV,1%,Rx,C,N,,4.0,3.0,https://www.drugs.com/mtm/cobicistat-and-darunavir.html
cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,AIDS/HIV,1%,Rx,B,N,,7.2,122.0,https://www.drugs.com/cons/elvitegravir-cobicistat-emtricitabine-and-tenofovir-alafenamide.html
cobicistat,AIDS/HIV,1%,Rx,B,N,,,,https://www.drugs.com/mtm/cobicistat.html
doravirine,AIDS/HIV,1%,Rx,,N,,1.0,1.0,https://www.drugs.com/mtm/doravirine.html
elvitegravir,AIDS/HIV,1%,Rx,B,N,,,,https://www.drugs.com/cons/elvitegravir.html
enfuvirtide,AIDS/HIV,1%,Rx,B,N,,9.3,5.0,https://www.drugs.com/mtm/enfuvirtide.html
ibalizumab,AIDS/HIV,1%,Rx,,N,,,,https://www.drugs.com/mtm/ibalizumab.html
immune globulin intravenous,AIDS/HIV,1%,Rx,C,N,,,,https://www.drugs.com/mtm/immune-globulin-intravenous-igiv.html
Invirase,AIDS/HIV,1%,Rx,B,N,,,,https://www.drugs.com/invirase.html
nelfinavir,AIDS/HIV,1%,Rx,B,N,,,,https://www.drugs.com/mtm/nelfinavir.html
rilpivirine,AIDS/HIV,1%,Rx,B,N,,1.0,1.0,https://www.drugs.com/mtm/rilpivirine.html
Rukobia,AIDS/HIV,1%,Rx,,N,,,,https://www.drugs.com/rukobia.html
saquinavir,AIDS/HIV,1%,Rx,B,N,,,,https://www.drugs.com/mtm/saquinavir.html
Symfi,AIDS/HIV,1%,Rx,,N,X,,,https://www.drugs.com/symfi.html
Symfi Lo,AIDS/HIV,1%,Rx,,N,X,,,https://www.drugs.com/mtm/symfi-lo.html
Temixys,AIDS/HIV,1%,Rx,,N,,,,https://www.drugs.com/cons/temixys.html
Trogarzo,AIDS/HIV,1%,Rx,,N,,,,https://www.drugs.com/trogarzo.html
Tybost,AIDS/HIV,1%,Rx,B,N,,,,https://www.drugs.com/tybost.html
AccessPak for HIV PEP Expanded with Kaletra,AIDS/HIV,0%,Rx,C,N,,,,https://www.drugs.com/mtm/accesspak-for-hiv-pep-expanded-with-kaletra.html
AccessPak for HIV PEP Expanded with Viracept,AIDS/HIV,0%,Rx,B,N,,,,https://www.drugs.com/mtm/accesspak-for-hiv-pep-expanded-with-viracept.html
atazanavir / cobicistat,AIDS/HIV,0%,Rx,B,N,,,,https://www.drugs.com/mtm/atazanavir-and-cobicistat.html
cabotegravir / rilpivirine,AIDS/HIV,0%,Rx,,N,,8.0,2.0,https://www.drugs.com/mtm/cabotegravir-and-rilpivirine.html
cabotegravir,AIDS/HIV,0%,Rx,,N,,,,https://www.drugs.com/mtm/cabotegravir.html
cobicistat / darunavir / emtricitabine / tenofovir alafenamide,AIDS/HIV,0%,Rx,,N,,9.3,4.0,https://www.drugs.com/mtm/cobicistat-darunavir-emtricitabine-and-tenofovir.html
dolutegravir / rilpivirine,AIDS/HIV,0%,Rx,,N,,7.5,5.0,https://www.drugs.com/mtm/dolutegravir-and-rilpivirine.html
doravirine / lamivudine / tenofovir,AIDS/HIV,0%,Rx,,N,,9.5,2.0,https://www.drugs.com/mtm/doravirine-lamivudine-and-tenofovir.html
emtricitabine / lopinavir / ritonavir / tenofovir,AIDS/HIV,0%,Rx,C,N,,,,https://www.drugs.com/mtm/emtricitabine-lopinavir-ritonavir-and-tenofovir.html
emtricitabine / nelfinavir / tenofovir,AIDS/HIV,0%,Rx,B,N,,,,https://www.drugs.com/mtm/emtricitabine-nelfinavir-and-tenofovir.html
emtricitabine / rilpivirine / tenofovir alafenamide,AIDS/HIV,0%,Rx,,N,,8.4,10.0,https://www.drugs.com/cons/emtricitabine-rilpivirine-and-tenofovir-alafenamide.html
fosamprenavir,AIDS/HIV,0%,Rx,C,N,,,,https://www.drugs.com/mtm/fosamprenavir.html
fostemsavir,AIDS/HIV,0%,Rx,,N,,,,https://www.drugs.com/mtm/fostemsavir.html
lamivudine / nevirapine / zidovudine,AIDS/HIV,0%,Rx,,U,,,,https://www.drugs.com/pro/lamivudine-nevirapine-and-zidovudine-tablets.html
tipranavir,AIDS/HIV,0%,Rx,C,N,,,,https://www.drugs.com/mtm/tipranavir.html
Triumeq PD,AIDS/HIV,0%,Rx,C,N,X,,,https://www.drugs.com/mtm/triumeq-pd.html
Vocabria,AIDS/HIV,0%,Rx,,N,,,,https://www.drugs.com/vocabria.html
hydroxyzine,Allergies,83%,Rx,N,N,X,7.3,60.0,https://www.drugs.com/hydroxyzine.html
levocetirizine,Allergies,75%,Rx/OTC,B,N,X,4.7,213.0,https://www.drugs.com/levocetirizine.html
loratadine,Allergies,74%,Rx/OTC,B,N,,4.8,8.0,https://www.drugs.com/loratadine.html
Xyzal,Allergies,54%,Rx,B,N,X,4.6,181.0,https://www.drugs.com/xyzal.html
doxylamine,Allergies,9%,Rx/OTC,B,N,X,,,https://www.drugs.com/mtm/doxylamine.html
corticotropin,Allergies,8%,Rx,C,N,,5.0,2.0,https://www.drugs.com/mtm/corticotropin.html
Acthar,Allergies,5%,Rx,C,N,,5.0,2.0,https://www.drugs.com/cdi/acthar.html
chlorpheniramine / ibuprofen / phenylephrine,Allergies,5%,OTC,,N,X,,,https://www.drugs.com/cons/chlorpheniramine-ibuprofen-and-phenylephrine.html
dexbrompheniramine,Allergies,4%,OTC,C,N,X,,,https://www.drugs.com/mtm/dexbrompheniramine.html
Ala-Hist IR,Allergies,2%,OTC,C,N,X,,,https://www.drugs.com/mtm/ala-hist-ir.html
dexbrompheniramine / phenylephrine,Allergies,2%,OTC,C,N,X,,,https://www.drugs.com/mtm/dexbrompheniramine-and-phenylephrine.html
Equaline Sleep Aid,Allergies,1%,Rx/OTC,B,N,X,,,https://www.drugs.com/pro/equaline-sleep-aid.html
Equate Sleep Aid,Allergies,1%,Rx/OTC,B,N,X,,,https://www.drugs.com/pro/equate-sleep-aid.html
H.P. Acthar Gel,Allergies,1%,Rx,C,N,,,,https://www.drugs.com/mtm/acthar-gel-h-p.html
Aricept,Alzheimer's,98%,Rx,C,N,,5.0,32.0,https://www.drugs.com/aricept.html
donepezil,Alzheimer's,85%,Rx,C,N,,4.8,64.0,https://www.drugs.com/mtm/donepezil.html
Namenda,Alzheimer's,84%,Rx,B,N,,4.9,25.0,https://www.drugs.com/namenda.html
memantine,Alzheimer's,64%,Rx,B,N,,4.5,53.0,https://www.drugs.com/mtm/memantine.html
etanercept,Alzheimer's,33%,Rx,B,N,,,,https://www.drugs.com/mtm/etanercept.html
Exelon,Alzheimer's,26%,Rx,B,N,,6.7,12.0,https://www.drugs.com/exelon.html
galantamine,Alzheimer's,19%,Rx,C,N,,8.1,12.0,https://www.drugs.com/mtm/galantamine.html
Namenda XR,Alzheimer's,19%,Rx,B,N,,3.3,4.0,https://www.drugs.com/mtm/namenda-xr.html
rivastigmine,Alzheimer's,17%,Rx,B,N,,6.0,28.0,https://www.drugs.com/mtm/rivastigmine.html
Aricept ODT,Alzheimer's,11%,Rx,C,N,,5.0,2.0,https://www.drugs.com/mtm/aricept-odt.html
Namzaric,Alzheimer's,9%,Rx,C,N,,8.8,6.0,https://www.drugs.com/namzaric.html
vitamin e,Alzheimer's,9%,Rx/OTC,C,N,,,,https://www.drugs.com/vitamin_e.html
donepezil / memantine,Alzheimer's,8%,Rx,C,N,,8.8,6.0,https://www.drugs.com/mtm/donepezil-and-memantine.html
Razadyne,Alzheimer's,6%,Rx,C,N,,,,https://www.drugs.com/mtm/razadyne.html
Razadyne ER,Alzheimer's,6%,Rx,C,N,,10.0,2.0,https://www.drugs.com/mtm/razadyne-er.html
Adlarity,Alzheimer's,5%,Rx,C,N,,,,https://www.drugs.com/adlarity.html
Hydergine,Alzheimer's,3%,Rx,N,N,,,,https://www.drugs.com/mtm/hydergine.html
Alpha E,Alzheimer's,2%,Rx/OTC,C,N,,,,https://www.drugs.com/cons/alpha-e.html
ergoloid mesylates,Alzheimer's,2%,Rx,N,N,,,,https://www.drugs.com/mtm/ergoloid-mesylates.html
Aduhelm,Alzheimer's,1%,Rx,,N,,,,https://www.drugs.com/aduhelm.html
Aqua Gem-E,Alzheimer's,1%,Rx/OTC,C,N,,,,https://www.drugs.com/cons/aqua-gem-e.html
Aquasol E,Alzheimer's,1%,Rx/OTC,C,N,,,,https://www.drugs.com/cons/aquasol-e.html
E-400 Clear,Alzheimer's,1%,Rx/OTC,C,N,,,,https://www.drugs.com/cons/e-400.html
E-600,Alzheimer's,1%,Rx/OTC,C,N,,,,https://www.drugs.com/cons/e-600.html
E-Gems,Alzheimer's,1%,Rx/OTC,C,N,,,,https://www.drugs.com/cons/e-gems.html
E Pherol,Alzheimer's,1%,Rx/OTC,C,N,,,,https://www.drugs.com/cdi/e-pherol.html
aducanumab,Alzheimer's,0%,Rx,,N,,,,https://www.drugs.com/mtm/aducanumab.html
aspirin,Angina,87%,Rx/OTC,N,N,X,10.0,2.0,https://www.drugs.com/aspirin.html
nitroglycerin,Angina,79%,Rx,C,N,X,8.6,8.0,https://www.drugs.com/mtm/nitroglycerin-oral-sublingual.html
Ranexa,Angina,67%,Rx,C,N,,7.0,66.0,https://www.drugs.com/ranexa.html
metoprolol,Angina,50%,Rx,C,N,X,7.5,15.0,https://www.drugs.com/metoprolol.html
isosorbide mononitrate,Angina,42%,Rx,C,N,,3.9,51.0,https://www.drugs.com/isosorbide_mononitrate.html
amlodipine,Angina,39%,Rx,C,N,,9.7,4.0,https://www.drugs.com/amlodipine.html
Nitrostat,Angina,35%,Rx,C,N,X,8.0,2.0,https://www.drugs.com/nitrostat.html
ranolazine,Angina,26%,Rx,C,N,,7.1,81.0,https://www.drugs.com/mtm/ranolazine.html
enoxaparin,Angina,24%,Rx,B,N,,8.5,2.0,https://www.drugs.com/mtm/enoxaparin.html
isosorbide dinitrate,Angina,23%,Rx,C,N,,3.8,4.0,https://www.drugs.com/mtm/isosorbide-dinitrate.html
atenolol,Angina,19%,Rx,D,N,X,9.0,1.0,https://www.drugs.com/atenolol.html
carvedilol,Angina,18%,Rx,C,N,X,5.5,3.0,https://www.drugs.com/carvedilol.html
Norvasc,Angina,15%,Rx,C,N,,,,https://www.drugs.com/norvasc.html
Lopressor,Angina,13%,Rx,C,N,X,10.0,3.0,https://www.drugs.com/cons/lopressor.html
Bayer Aspirin,Angina,12%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/bayer-oral.html
Coreg,Angina,11%,Rx,C,N,X,,,https://www.drugs.com/coreg.html
Toprol-XL,Angina,11%,Rx,C,N,X,9.0,1.0,https://www.drugs.com/toprol.html
amlodipine / atorvastatin,Angina,9%,Rx,X,N,X,,,https://www.drugs.com/mtm/amlodipine-and-atorvastatin.html
Ecotrin,Angina,9%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/ecotrin.html
propranolol,Angina,9%,Rx,C,N,X,,,https://www.drugs.com/propranolol.html
Easprin,Angina,8%,Rx,N,N,X,,,https://www.drugs.com/cons/easprin.html
Nitrolingual Pumpspray,Angina,8%,Rx,C,N,X,9.0,3.0,https://www.drugs.com/cons/nitrolingual.html
verapamil,Angina,8%,Rx,C,N,X,0.0,1.0,https://www.drugs.com/verapamil.html
Bayer Aspirin Regimen,Angina,6%,Rx/OTC,N,N,X,,,https://www.drugs.com/cdi/bayer-low-strength.html
Caduet,Angina,6%,Rx,X,N,X,,,https://www.drugs.com/caduet.html
Aspir-Low,Angina,5%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/aspir-low.html
Katerzia,Angina,5%,Rx,C,N,,,,https://www.drugs.com/mtm/katerzia.html
Lovenox,Angina,5%,Rx,B,N,,10.0,1.0,https://www.drugs.com/lovenox.html
Norliqva,Angina,5%,Rx,C,N,,,,https://www.drugs.com/cons/norliqva.html
Arthritis Pain,Angina,4%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/arthritis-pain.html
Ascriptin,Angina,4%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/ascriptin.html
Aspergum,Angina,4%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/aspergum.html
Aspiritab,Angina,4%,Rx/OTC,N,N,X,,,https://www.drugs.com/cdi/aspiritab.html
Aspirtab,Angina,4%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/aspirtab.html
Bayer Aspirin Extra Strength Plus,Angina,4%,Rx/OTC,N,N,X,10.0,1.0,https://www.drugs.com/mtm/bayer-plus.html
Ecpirin,Angina,4%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/ecpirin.html
Entercote,Angina,4%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/entercote.html
Genacote,Angina,4%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/genacote.html
Halfprin,Angina,4%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/halfprin.html
Nitro-Dur,Angina,4%,Rx,C,N,X,,,https://www.drugs.com/mtm/nitro-dur-transdermal.html
Norwich Aspirin,Angina,4%,Rx/OTC,N,N,X,,,https://www.drugs.com/cons/norwich-aspirin.html
Tenormin,Angina,4%,Rx,D,N,X,,,https://www.drugs.com/tenormin.html
Vazalore,Angina,4%,Rx/OTC,N,N,X,,,https://www.drugs.com/mtm/vazalore.html
Coreg CR,Angina,3%,Rx,C,N,X,,,https://www.drugs.com/mtm/coreg-cr.html
Corgard,Angina,3%,Rx,C,N,X,10.0,1.0,https://www.drugs.com/mtm/corgard.html
heparin,Angina,3%,Rx,C,N,,,,https://www.drugs.com/heparin.html
Inderal LA,Angina,3%,Rx,C,N,X,,,https://www.drugs.com/cons/inderal-la.html
Kapspargo Sprinkle,Angina,3%,Rx,C,N,X,,,https://www.drugs.com/cdi/kapspargo-sprinkle.html
Nitro-Bid,Angina,3%,Rx,C,N,X,,,https://www.drugs.com/mtm/nitro-bid-topical.html
Fragmin,Angina,2%,Rx,B,N,,,,https://www.drugs.com/fragmin.html
nadolol,Angina,2%,Rx,C,N,X,10.0,1.0,https://www.drugs.com/mtm/nadolol.html
Nitro TD Patch-A,Angina,2%,Rx,C,N,X,,,https://www.drugs.com/mtm/nitro-td-patch-a-transdermal.html
amyl nitrite,Angina,1%,Rx,C,N,,,,https://www.drugs.com/cons/amyl-nitrite-inhalation-oral-nebulization.html
Angiomax,Angina,1%,Rx,B,N,,,,https://www.drugs.com/mtm/angiomax.html
bivalirudin,Angina,1%,Rx,B,N,,,,https://www.drugs.com/mtm/bivalirudin.html
Calan SR,Angina,1%,Rx,C,N,X,,,https://www.drugs.com/cons/calan-sr.html
dalteparin,Angina,1%,Rx,B,N,,,,https://www.drugs.com/mtm/dalteparin.html
Dilatrate-SR,Angina,1%,Rx,C,N,,,,https://www.drugs.com/cons/dilatrate-sr.html
eptifibatide,Angina,1%,Rx,B,N,,,,https://www.drugs.com/mtm/eptifibatide.html
GoNitro,Angina,1%,Rx,C,N,X,,,https://www.drugs.com/cons/gonitro.html
Integrilin,Angina,1%,Rx,B,N,,,,https://www.drugs.com/integrilin.html
Isochron,Angina,1%,Rx,C,N,,,,https://www.drugs.com/cons/isochron.html
IsoDitrate,Angina,1%,Rx,C,N,,,,https://www.drugs.com/cons/isoditrate.html
Isordil Titradose,Angina,1%,Rx,C,N,,,,https://www.drugs.com/cons/isordil-titradose.html
Minitran,Angina,1%,Rx,C,N,X,,,https://www.drugs.com/mtm/minitran-transdermal.html
